ActivityID,DealID,RepID,ActivityDateKey,ActivityType,DurationMinutes,ProductCategory
9150,10956,129,20240624,Call,21,HR Tech
9151,10957,151,20240702,Email,13,Security
9152,10957,151,20240703,Email,12,Security
9153,10957,151,20240723,Email,11,Security
9154,10957,151,20240724,Meeting,83,Security
9155,10957,151,20240724,Email,9,Security
9156,10958,130,20240619,Email,13,Analytics
9157,10959,109,20240621,Email,14,Security
9158,10959,109,20240621,Call,29,Security
9159,10959,109,20240621,Email,10,Security
9160,10959,109,20240625,Meeting,70,Security
9161,10959,109,20240625,Call,35,Security
9162,10959,109,20240625,Email,15,Security
9163,10959,109,20240626,Demo,89,Security
9164,10959,109,20240627,Email,12,Security
9165,10959,109,20240627,Email,7,Security
9166,10959,109,20240627,Call,17,Security
9167,10960,152,20240626,Demo,100,CRM
9168,10960,121,20240627,Email,15,CRM
9169,10960,121,20240628,Email,11,CRM
9170,10960,121,20240701,Email,6,CRM
9171,10960,121,20240702,Email,6,CRM
9172,10960,121,20240703,Email,13,CRM
9173,10960,121,20240906,Email,11,CRM
9174,10960,121,20240909,Demo,67,CRM
9175,10960,121,20240910,Email,9,CRM
9176,10960,121,20240910,Meeting,79,CRM
9177,10960,121,20240911,Call,37,CRM
9178,10960,121,20240911,Demo,101,CRM
9179,10960,121,20240912,Email,6,CRM
9180,10960,121,20240912,Email,13,CRM
9181,10960,121,20240913,Email,10,CRM
9182,10960,121,20240913,Call,33,CRM
9183,10960,121,20240916,Email,7,CRM
9184,10960,121,20241014,Meeting,66,CRM
9185,10960,121,20241015,Demo,63,CRM
9186,10960,121,20241016,Demo,116,CRM
9187,10960,121,20241017,Email,9,CRM
9188,10960,121,20241018,Email,15,CRM
9189,10961,105,20240605,Email,6,CRM
9190,10961,105,20240605,Demo,94,CRM
9191,10961,105,20240605,Meeting,56,CRM
9192,10961,105,20240606,Email,10,CRM
9193,10961,105,20240606,Call,17,CRM
9194,10961,105,20240610,Meeting,59,CRM
9195,10961,105,20240610,Call,27,CRM
9196,10961,105,20240610,Email,12,CRM
9197,10961,105,20240612,Demo,118,CRM
9198,10961,105,20240612,Call,42,CRM
9199,10961,105,20240612,Email,15,CRM
9200,10961,105,20240613,Email,15,CRM
9201,10961,105,20240614,Workshop,203,CRM
9202,10961,105,20240614,Call,35,CRM
9203,10961,105,20240614,Call,22,CRM
9204,10961,105,20240614,Email,15,CRM
9205,10962,128,20240620,Email,14,HR Tech
9206,10962,128,20240621,Call,18,HR Tech
9207,10962,128,20240624,Meeting,41,HR Tech
9208,10962,128,20240625,Call,34,HR Tech
9209,10962,128,20240626,Email,14,HR Tech
9210,10962,128,20240627,Call,31,HR Tech
9211,10962,128,20240628,Email,7,HR Tech
9212,10962,128,20240722,Email,13,HR Tech
9213,10962,128,20240723,Email,11,HR Tech
9214,10962,128,20240724,Meeting,36,HR Tech
9215,10963,118,20240627,Demo,80,Analytics
9216,10963,154,20240628,Demo,115,Analytics
9217,10963,154,20240701,Email,11,Analytics
9218,10963,154,20240702,Call,32,Analytics
9219,10963,154,20240704,Email,6,Analytics
9220,10963,154,20240705,Call,34,Analytics
9221,10963,154,20240708,Email,11,Analytics
9222,10963,118,20240709,Demo,117,Analytics
9223,10963,154,20240731,Email,15,Analytics
9224,10963,154,20240801,Email,5,Analytics
9225,10963,154,20240805,Email,8,Analytics
9226,10963,154,20240806,Call,42,Analytics
9227,10963,154,20240807,Email,12,Analytics
9228,10963,118,20240808,Demo,89,Analytics
9229,10963,154,20240809,Email,15,Analytics
9230,10963,154,20240812,Call,41,Analytics
9231,10964,101,20240621,Call,37,Analytics
9232,10964,101,20240624,Email,5,Analytics
9233,10964,101,20240724,Call,45,Analytics
9234,10964,101,20240726,Meeting,76,Analytics
9235,10965,107,20240614,Meeting,83,Security
9236,10965,107,20240617,Call,37,Security
9237,10965,107,20240618,Call,24,Security
9238,10965,107,20240625,Email,11,Security
9239,10966,133,20240607,Demo,95,CRM
9240,10966,133,20240607,Email,15,CRM
9241,10966,133,20240610,Call,28,CRM
9242,10966,133,20240611,Email,11,CRM
9243,10966,133,20240611,Workshop,229,CRM
9244,10966,133,20240612,Email,9,CRM
9245,10966,133,20240613,Call,44,CRM
9246,10966,133,20240613,Meeting,66,CRM
9247,10966,133,20240613,Email,7,CRM
9248,10966,133,20240613,Meeting,58,CRM
9249,10966,133,20240613,Demo,83,CRM
9250,10966,133,20240613,Call,23,CRM
9251,10966,133,20240613,Email,10,CRM
9252,10966,133,20240613,Email,7,CRM
9253,10966,133,20240613,Email,13,CRM
9254,10966,152,20240613,Demo,115,CRM
9255,10967,152,20240605,Demo,75,Security
9256,10967,109,20240606,Email,14,Security
9257,10967,109,20240607,Email,9,Security
9258,10967,109,20240610,Call,18,Security
9259,10967,109,20240611,Call,24,Security
9260,10967,109,20240612,Meeting,72,Security
9261,10967,109,20240613,Email,7,Security
9262,10967,109,20240614,Email,15,Security
9263,10967,109,20240617,Meeting,74,Security
9264,10967,109,20240618,Call,33,Security
9265,10967,109,20240619,Email,5,Security
9266,10967,109,20240620,Call,16,Security
9267,10967,109,20240621,Meeting,86,Security
9268,10967,109,20240624,Workshop,125,Security
9269,10967,143,20240625,Workshop,225,Security
9270,10967,109,20240626,Email,9,Security
9271,10968,106,20240619,Email,14,BI Reporting
9272,10968,106,20240620,Email,14,BI Reporting
9273,10968,106,20240620,Email,8,BI Reporting
9274,10968,106,20240621,Email,9,BI Reporting
9275,10968,106,20240621,Email,12,BI Reporting
9276,10968,106,20240624,Meeting,71,BI Reporting
9277,10968,106,20240624,Demo,88,BI Reporting
9278,10968,118,20240625,Demo,98,BI Reporting
9279,10968,106,20240627,Call,45,BI Reporting
9280,10968,106,20240628,Meeting,60,BI Reporting
9281,10968,106,20240628,Email,9,BI Reporting
9282,10968,106,20240701,Email,11,BI Reporting
9283,10968,106,20240701,Email,12,BI Reporting
9284,10968,106,20240702,Meeting,68,BI Reporting
9285,10969,103,20240627,Email,12,CRM
9286,10969,103,20240628,Meeting,83,CRM
9287,10969,103,20240709,Call,32,CRM
9288,10970,154,20240621,Call,40,Analytics
9289,10970,154,20240624,Meeting,31,Analytics
9290,10970,154,20240624,Call,37,Analytics
9291,10971,150,20240619,Email,9,CRM
9292,10971,150,20240620,Call,27,CRM
9293,10971,150,20240620,Meeting,73,CRM
9294,10971,150,20240621,Email,15,CRM
9295,10971,142,20240624,Workshop,124,CRM
9296,10971,150,20240624,Email,12,CRM
9297,10971,150,20240625,Email,7,CRM
9298,10971,150,20240625,Call,24,CRM
9299,10971,150,20240626,Demo,93,CRM
9300,10971,150,20240626,Email,5,CRM
9301,10971,150,20240626,Call,39,CRM
9302,10971,150,20240626,Email,6,CRM
9303,10971,150,20240626,Call,31,CRM
9304,10971,150,20240627,Email,12,CRM
9305,10971,150,20240627,Email,14,CRM
9306,10971,150,20240627,Meeting,69,CRM
9307,10971,150,20240701,Email,14,CRM
9308,10971,150,20240702,Meeting,60,CRM
9309,10971,150,20240702,Meeting,36,CRM
9310,10971,150,20240703,Workshop,182,CRM
9311,10971,150,20240704,Email,14,CRM
9312,10971,150,20240708,Call,44,CRM
9313,10972,129,20240620,Meeting,33,BI Reporting
9314,10972,129,20240621,Email,11,BI Reporting
9315,10972,129,20240624,Call,41,BI Reporting
9316,10972,129,20240625,Email,8,BI Reporting
9317,10972,129,20240628,Email,7,BI Reporting
9318,10972,129,20240701,Demo,72,BI Reporting
9319,10972,129,20240702,Call,27,BI Reporting
9320,10972,129,20240703,Call,35,BI Reporting
9321,10972,129,20240703,Meeting,62,BI Reporting
9322,10972,129,20240704,Email,6,BI Reporting
9323,10972,129,20240705,Meeting,71,BI Reporting
9324,10972,129,20240708,Email,14,BI Reporting
9325,10972,129,20240710,Email,14,BI Reporting
9326,10973,105,20240624,Email,6,BI Reporting
9327,10973,105,20240625,Call,27,BI Reporting
9328,10973,105,20240626,Meeting,41,BI Reporting
9329,10973,105,20240627,Call,27,BI Reporting
9330,10973,105,20240628,Meeting,54,BI Reporting
9331,10973,105,20240701,Meeting,61,BI Reporting
9332,10973,105,20240702,Meeting,36,BI Reporting
9333,10973,105,20240820,Call,39,BI Reporting
9334,10973,105,20240821,Email,9,BI Reporting
9335,10973,105,20240822,Call,17,BI Reporting
9336,10973,148,20240823,Workshop,142,BI Reporting
9337,10973,105,20240826,Call,28,BI Reporting
9338,10973,105,20240827,Workshop,166,BI Reporting
9339,10973,105,20240828,Call,33,BI Reporting
9340,10974,107,20240624,Meeting,52,HR Tech
9341,10974,107,20240624,Call,44,HR Tech
9342,10974,107,20240625,Email,15,HR Tech
9343,10974,107,20240625,Call,18,HR Tech
9344,10974,107,20240626,Email,7,HR Tech
9345,10974,107,20240626,Email,5,HR Tech
9346,10974,107,20240703,Call,28,HR Tech
9347,10974,143,20240705,Demo,92,HR Tech
9348,10974,107,20240708,Email,12,HR Tech
9349,10974,107,20240709,Call,43,HR Tech
9350,10974,107,20240710,Call,22,HR Tech
9351,10974,107,20240711,Email,12,HR Tech
9352,10974,107,20240715,Email,15,HR Tech
9353,10974,107,20240715,Email,13,HR Tech
9354,10975,151,20240625,Call,45,Analytics
9355,10975,151,20240626,Meeting,88,Analytics
9356,10975,151,20240705,Call,45,Analytics
9357,10976,106,20240718,Call,33,BI Reporting
9358,10976,106,20240719,Call,17,BI Reporting
9359,10976,106,20240722,Email,14,BI Reporting
9360,10976,106,20241104,Call,30,BI Reporting
9361,10976,106,20241105,Call,43,BI Reporting
9362,10977,135,20240621,Meeting,38,CRM
9363,10977,135,20240624,Email,11,CRM
9364,10977,135,20240625,Email,6,CRM
9365,10977,135,20240626,Email,5,CRM
9366,10977,135,20240628,Meeting,67,CRM
9367,10978,151,20240701,Call,21,Analytics
9368,10978,151,20240702,Email,14,Analytics
9369,10978,151,20240703,Call,33,Analytics
9370,10978,151,20240705,Email,13,Analytics
9371,10978,151,20240708,Meeting,74,Analytics
9372,10979,147,20240618,Email,9,Security
9373,10979,147,20240619,Meeting,40,Security
9374,10979,147,20240620,Call,28,Security
9375,10980,113,20240610,Email,9,HR Tech
9376,10980,113,20240611,Demo,61,HR Tech
9377,10980,113,20240612,Demo,84,HR Tech
9378,10980,113,20240613,Email,9,HR Tech
9379,10980,113,20240614,Email,6,HR Tech
9380,10980,113,20240617,Meeting,44,HR Tech
9381,10980,113,20240618,Meeting,35,HR Tech
9382,10980,113,20240626,Email,5,HR Tech
9383,10980,113,20240627,Email,11,HR Tech
9384,10980,114,20240628,Demo,106,HR Tech
9385,10980,113,20240701,Email,7,HR Tech
9386,10980,113,20240703,Meeting,74,HR Tech
9387,10980,113,20240717,Email,12,HR Tech
9388,10980,113,20240718,Meeting,39,HR Tech
9389,10980,113,20240719,Call,34,HR Tech
9390,10980,113,20240722,Email,9,HR Tech
9391,10980,113,20240723,Call,25,HR Tech
9392,10981,147,20240618,Email,13,Analytics
9393,10981,147,20240618,Call,17,Analytics
9394,10981,147,20240619,Meeting,33,Analytics
9395,10981,147,20240619,Email,11,Analytics
9396,10982,133,20240619,Call,24,Analytics
9397,10982,133,20240620,Demo,84,Analytics
9398,10982,133,20240621,Meeting,87,Analytics
9399,10982,133,20240624,Email,13,Analytics
9400,10982,133,20240625,Email,8,Analytics
9401,10982,133,20240626,Email,12,Analytics
9402,10982,133,20240627,Email,10,Analytics
9403,10982,133,20240902,Email,14,Analytics
9404,10982,133,20240903,Meeting,77,Analytics
9405,10982,133,20240904,Call,23,Analytics
9406,10982,133,20240905,Email,10,Analytics
9407,10982,133,20240906,Workshop,228,Analytics
9408,10982,133,20240909,Meeting,74,Analytics
9409,10982,133,20241029,Email,5,Analytics
9410,10982,133,20241030,Email,7,Analytics
9411,10982,133,20241031,Call,21,Analytics
9412,10982,133,20241104,Demo,90,Analytics
9413,10982,133,20241105,Workshop,128,Analytics
9414,10982,142,20241106,Demo,84,Analytics
9415,10983,124,20240620,Call,34,Analytics
9416,10983,124,20240621,Email,10,Analytics
9417,10983,124,20240628,Email,15,Analytics
9418,10983,124,20240701,Email,7,Analytics
9419,10984,105,20240703,Email,11,BI Reporting
9420,10984,105,20240705,Meeting,87,BI Reporting
9421,10984,105,20240801,Email,8,BI Reporting
9422,10984,105,20240802,Email,11,BI Reporting
9423,10984,152,20240805,Workshop,161,BI Reporting
9424,10984,105,20241002,Email,6,BI Reporting
9425,10984,105,20241003,Call,33,BI Reporting
9426,10984,105,20241004,Call,17,BI Reporting
9427,10984,105,20241007,Demo,114,BI Reporting
9428,10984,105,20241223,Call,28,BI Reporting
9429,10984,105,20241224,Email,5,BI Reporting
9430,10984,105,20241227,Call,16,BI Reporting
9431,10984,105,20241230,Email,15,BI Reporting
9432,10985,107,20240624,Email,11,HR Tech
9433,10985,107,20240624,Meeting,53,HR Tech
9434,10985,107,20240624,Meeting,76,HR Tech
9435,10985,107,20240624,Demo,95,HR Tech
9436,10985,107,20240624,Meeting,54,HR Tech
9437,10985,143,20240625,Workshop,198,HR Tech
9438,10985,107,20240625,Email,7,HR Tech
9439,10985,107,20240625,Email,15,HR Tech
9440,10985,107,20240625,Meeting,82,HR Tech
9441,10985,107,20240625,Email,6,HR Tech
9442,10985,107,20240625,Call,37,HR Tech
9443,10986,107,20240701,Email,9,CRM
9444,10986,107,20240710,Call,17,CRM
9445,10986,107,20240715,Email,7,CRM
9446,10987,141,20240704,Call,44,Security
9447,10987,141,20240717,Call,30,Security
9448,10987,141,20240718,Email,6,Security
9449,10988,111,20240624,Call,21,HR Tech
9450,10988,111,20240624,Email,15,HR Tech
9451,10988,111,20240624,Email,7,HR Tech
9452,10988,111,20240624,Email,9,HR Tech
9453,10988,111,20240624,Email,6,HR Tech
9454,10988,111,20240626,Email,7,HR Tech
9455,10988,111,20240626,Email,11,HR Tech
9456,10988,111,20240626,Email,11,HR Tech
9457,10988,111,20240628,Meeting,55,HR Tech
9458,10988,111,20240701,Email,7,HR Tech
9459,10988,111,20240701,Meeting,72,HR Tech
9460,10988,111,20240701,Call,16,HR Tech
9461,10988,111,20240702,Email,11,HR Tech
9462,10988,111,20240702,Workshop,161,HR Tech
9463,10989,122,20240903,Meeting,76,BI Reporting
9464,10989,152,20240904,Demo,88,BI Reporting
9465,10989,122,20240905,Meeting,72,BI Reporting
9466,10989,122,20240905,Email,6,BI Reporting
9467,10989,122,20240906,Email,15,BI Reporting
9468,10989,122,20240906,Call,23,BI Reporting
9469,10989,122,20240909,Meeting,34,BI Reporting
9470,10989,122,20240909,Email,5,BI Reporting
9471,10989,142,20240910,Demo,68,BI Reporting
9472,10989,122,20240910,Meeting,85,BI Reporting
9473,10989,122,20240911,Call,31,BI Reporting
9474,10989,122,20240911,Email,13,BI Reporting
9475,10989,122,20240912,Email,12,BI Reporting
9476,10989,122,20240912,Email,11,BI Reporting
9477,10989,122,20240913,Email,9,BI Reporting
9478,10989,122,20240916,Email,11,BI Reporting
9479,10989,122,20240917,Demo,92,BI Reporting
9480,10989,122,20240918,Email,5,BI Reporting
9481,10989,122,20240919,Meeting,81,BI Reporting
9482,10990,143,20240627,Demo,92,Analytics
9483,10990,129,20240628,Meeting,32,Analytics
9484,10990,129,20240701,Email,7,Analytics
9485,10990,129,20240703,Meeting,50,Analytics
9486,10990,129,20240719,Call,44,Analytics
9487,10990,129,20240722,Email,13,Analytics
9488,10990,129,20240724,Meeting,78,Analytics
9489,10990,129,20240725,Email,14,Analytics
9490,10990,129,20240827,Email,15,Analytics
9491,10990,129,20240829,Meeting,51,Analytics
9492,10990,129,20240830,Email,7,Analytics
9493,10990,129,20240902,Email,10,Analytics
9494,10990,129,20240902,Email,12,Analytics
9495,10990,129,20240903,Call,16,Analytics
9496,10990,129,20240904,Call,41,Analytics
9497,10991,131,20240612,Call,30,Security
9498,10991,131,20240613,Call,23,Security
9499,10991,131,20240617,Call,35,Security
9500,10991,131,20240618,Email,15,Security
9501,10991,131,20240619,Meeting,84,Security
9502,10991,131,20240620,Meeting,66,Security
9503,10991,131,20240621,Demo,67,Security
9504,10991,131,20240624,Call,40,Security
9505,10991,131,20240624,Email,7,Security
9506,10991,131,20240624,Call,15,Security
9507,10991,131,20240625,Email,14,Security
9508,10991,131,20240626,Email,11,Security
9509,10991,131,20240627,Demo,119,Security
9510,10991,131,20240627,Email,13,Security
9511,10992,121,20240620,Call,17,Security
9512,10992,121,20240621,Call,26,Security
9513,10992,121,20240719,Call,26,Security
9514,10992,121,20240722,Call,40,Security
9515,10993,103,20240912,Call,34,Security
9516,10993,103,20240913,Email,6,Security
9517,10993,103,20241018,Call,38,Security
9518,10993,103,20250102,Meeting,48,Security
9519,10994,109,20240628,Meeting,76,HR Tech
9520,10994,109,20240628,Call,32,HR Tech
9521,10994,109,20240701,Call,44,HR Tech
9522,10994,109,20240701,Email,5,HR Tech
9523,10995,133,20240625,Email,12,HR Tech
9524,10995,133,20240626,Email,5,HR Tech
9525,10995,133,20240627,Email,8,HR Tech
9526,10995,133,20240628,Email,8,HR Tech
9527,10995,118,20240701,Demo,77,HR Tech
9528,10995,143,20240808,Demo,86,HR Tech
9529,10995,133,20240809,Meeting,72,HR Tech
9530,10995,133,20240809,Email,14,HR Tech
9531,10995,133,20240812,Meeting,56,HR Tech
9532,10995,133,20240813,Email,13,HR Tech
9533,10995,133,20240814,Demo,114,HR Tech
9534,10995,133,20240814,Email,12,HR Tech
9535,10996,151,20240719,Email,9,HR Tech
9536,10996,151,20240722,Call,40,HR Tech
9537,10996,151,20240723,Meeting,66,HR Tech
9538,10996,114,20240725,Workshop,204,HR Tech
9539,10996,151,20240729,Call,16,HR Tech
9540,10996,152,20240729,Demo,120,HR Tech
9541,10996,151,20240730,Call,41,HR Tech
9542,10996,151,20240731,Email,12,HR Tech
9543,10996,148,20240801,Workshop,149,HR Tech
9544,10996,151,20240801,Email,15,HR Tech
9545,10996,151,20240805,Demo,101,HR Tech
9546,10996,148,20240807,Demo,77,HR Tech
9547,10996,151,20240808,Email,8,HR Tech
9548,10997,150,20240703,Email,14,HR Tech
9549,10997,150,20240704,Email,7,HR Tech
9550,10997,150,20240705,Meeting,55,HR Tech
9551,10997,150,20240708,Email,8,HR Tech
9552,10998,115,20240613,Meeting,52,BI Reporting
9553,10998,115,20240614,Email,11,BI Reporting
9554,10998,115,20240619,Email,9,BI Reporting
9555,10998,115,20240620,Email,6,BI Reporting
9556,10999,118,20240610,Workshop,237,Analytics
9557,10999,109,20240611,Email,14,Analytics
9558,10999,109,20240612,Meeting,45,Analytics
9559,10999,148,20240613,Demo,111,Analytics
9560,10999,109,20240614,Email,15,Analytics
9561,10999,109,20240705,Email,7,Analytics
9562,10999,109,20240708,Meeting,87,Analytics
9563,10999,109,20240709,Call,36,Analytics
9564,10999,109,20240711,Email,9,Analytics
9565,10999,109,20240712,Call,42,Analytics
9566,10999,109,20240715,Call,39,Analytics
9567,10999,143,20240716,Demo,90,Analytics
9568,10999,109,20240717,Email,6,Analytics
9569,11000,122,20241029,Email,6,HR Tech
9570,11000,122,20241205,Call,18,HR Tech
9571,11000,122,20250425,Email,10,HR Tech
9572,11000,122,20250611,Email,7,HR Tech
9573,11001,107,20240618,Call,43,Analytics
9574,11001,107,20240618,Meeting,45,Analytics
9575,11001,107,20240618,Call,28,Analytics
9576,11002,127,20240604,Call,26,HR Tech
9577,11002,127,20240624,Meeting,36,HR Tech
9578,11002,127,20240627,Call,22,HR Tech
9579,11003,154,20240614,Meeting,63,Analytics
9580,11003,154,20240617,Call,45,Analytics
9581,11003,154,20240618,Meeting,79,Analytics
9582,11004,103,20240617,Email,10,CRM
9583,11004,103,20240618,Email,11,CRM
9584,11004,103,20240628,Email,12,CRM
9585,11004,103,20240701,Meeting,49,CRM
9586,11005,119,20241205,Email,11,Security
9587,11005,119,20241206,Email,8,Security
9588,11005,119,20241213,Meeting,62,Security
9589,11005,119,20241216,Email,10,Security
9590,11006,115,20240729,Email,9,CRM
9591,11006,115,20240730,Meeting,41,CRM
9592,11006,142,20240731,Workshop,192,CRM
9593,11006,115,20240801,Email,7,CRM
9594,11006,115,20240802,Email,7,CRM
9595,11006,148,20240814,Demo,71,CRM
9596,11006,115,20240820,Email,6,CRM
9597,11006,115,20240830,Meeting,36,CRM
9598,11006,115,20240902,Email,9,CRM
9599,11006,115,20240903,Email,15,CRM
9600,11007,141,20240724,Call,20,BI Reporting
9601,11007,141,20240725,Meeting,78,BI Reporting
9602,11007,141,20240725,Email,14,BI Reporting
9603,11007,141,20240726,Call,38,BI Reporting
9604,11008,110,20240708,Call,40,Security
9605,11008,110,20240717,Meeting,78,Security
9606,11008,110,20240724,Meeting,31,Security
9607,11009,112,20240813,Call,37,HR Tech
9608,11009,112,20240814,Call,41,HR Tech
9609,11009,112,20240816,Email,11,HR Tech
9610,11009,112,20240819,Email,9,HR Tech
9611,11009,112,20240820,Meeting,67,HR Tech
9612,11009,112,20240821,Meeting,41,HR Tech
9613,11009,112,20240919,Call,22,HR Tech
9614,11009,112,20240920,Email,7,HR Tech
9615,11009,112,20240923,Meeting,58,HR Tech
9616,11009,152,20240924,Demo,79,HR Tech
9617,11009,112,20240925,Call,39,HR Tech
9618,11009,112,20241014,Meeting,73,HR Tech
9619,11009,112,20241015,Email,15,HR Tech
9620,11009,112,20241016,Email,15,HR Tech
9621,11009,112,20241017,Email,10,HR Tech
9622,11009,112,20241017,Email,5,HR Tech
9623,11009,112,20241018,Workshop,148,HR Tech
9624,11009,112,20241018,Call,31,HR Tech
9625,11009,112,20241021,Workshop,146,HR Tech
9626,11009,112,20241022,Meeting,49,HR Tech
9627,11009,112,20241023,Email,12,HR Tech
9628,11010,129,20240704,Email,12,BI Reporting
9629,11010,129,20240708,Meeting,60,BI Reporting
9630,11010,129,20240710,Email,15,BI Reporting
9631,11010,129,20240711,Email,9,BI Reporting
9632,11011,122,20240802,Meeting,46,CRM
9633,11011,122,20240813,Email,10,CRM
9634,11012,155,20240905,Meeting,47,BI Reporting
9635,11012,155,20240906,Email,12,BI Reporting
9636,11012,155,20240909,Email,12,BI Reporting
9637,11012,155,20240910,Email,15,BI Reporting
9638,11012,155,20240911,Call,44,BI Reporting
9639,11012,155,20240912,Email,9,BI Reporting
9640,11012,155,20240918,Email,9,BI Reporting
9641,11012,155,20240919,Call,38,BI Reporting
9642,11012,155,20240920,Email,14,BI Reporting
9643,11012,155,20240923,Call,33,BI Reporting
9644,11012,155,20240924,Email,10,BI Reporting
9645,11012,155,20241126,Demo,95,BI Reporting
9646,11012,155,20241127,Call,25,BI Reporting
9647,11012,155,20241128,Call,21,BI Reporting
9648,11012,155,20241129,Demo,108,BI Reporting
9649,11012,155,20241202,Email,6,BI Reporting
9650,11013,128,20240716,Demo,73,HR Tech
9651,11013,128,20240719,Email,15,HR Tech
9652,11013,128,20240723,Demo,100,HR Tech
9653,11013,128,20240724,Meeting,82,HR Tech
9654,11013,128,20240814,Email,8,HR Tech
9655,11013,114,20240816,Demo,69,HR Tech
9656,11013,128,20240819,Meeting,57,HR Tech
9657,11013,118,20240820,Workshop,203,HR Tech
9658,11013,128,20240822,Call,16,HR Tech
9659,11013,128,20240823,Email,12,HR Tech
9660,11014,113,20241017,Call,40,CRM
9661,11014,113,20241018,Meeting,45,CRM
9662,11014,113,20241021,Email,13,CRM
9663,11014,113,20241108,Call,43,CRM
9664,11014,113,20241112,Email,5,CRM
9665,11015,129,20240918,Meeting,57,CRM
9666,11015,129,20240919,Email,10,CRM
9667,11015,129,20240920,Demo,117,CRM
9668,11015,129,20240923,Call,33,CRM
9669,11015,129,20240926,Workshop,138,CRM
9670,11015,129,20240927,Email,5,CRM
9671,11015,129,20240930,Email,10,CRM
9672,11015,148,20241001,Demo,93,CRM
9673,11015,129,20241002,Meeting,53,CRM
9674,11015,118,20241003,Demo,69,CRM
9675,11015,148,20241004,Workshop,131,CRM
9676,11015,129,20241007,Call,28,CRM
9677,11015,129,20241022,Meeting,41,CRM
9678,11015,129,20241023,Call,36,CRM
9679,11015,129,20241024,Email,15,CRM
9680,11015,129,20241025,Meeting,69,CRM
9681,11016,150,20240819,Demo,60,HR Tech
9682,11016,150,20240820,Email,13,HR Tech
9683,11016,150,20240822,Email,5,HR Tech
9684,11016,150,20240826,Email,10,HR Tech
9685,11016,150,20240827,Call,44,HR Tech
9686,11016,150,20240923,Call,31,HR Tech
9687,11016,150,20240924,Call,31,HR Tech
9688,11016,118,20240925,Demo,90,HR Tech
9689,11016,150,20240926,Email,7,HR Tech
9690,11016,150,20240927,Meeting,73,HR Tech
9691,11016,150,20240930,Call,24,HR Tech
9692,11016,150,20241001,Email,13,HR Tech
9693,11017,154,20240805,Call,44,BI Reporting
9694,11017,154,20240903,Email,12,BI Reporting
9695,11017,154,20241022,Call,21,BI Reporting
9696,11017,154,20241114,Meeting,47,BI Reporting
9697,11018,111,20240719,Meeting,30,Security
9698,11018,111,20240724,Call,21,Security
9699,11019,111,20240726,Meeting,32,Security
9700,11019,111,20240820,Meeting,42,Security
9701,11019,111,20240830,Meeting,56,Security
9702,11019,111,20240923,Call,29,Security
9703,11020,153,20240823,Demo,103,CRM
9704,11020,153,20240827,Email,11,CRM
9705,11020,153,20240913,Call,24,CRM
9706,11020,148,20240916,Workshop,229,CRM
9707,11020,153,20240917,Email,12,CRM
9708,11020,153,20240918,Call,40,CRM
9709,11020,152,20240919,Workshop,157,CRM
9710,11020,153,20240920,Call,25,CRM
9711,11020,153,20240923,Call,33,CRM
9712,11020,153,20240924,Email,14,CRM
9713,11020,153,20241021,Call,23,CRM
9714,11020,153,20241022,Email,6,CRM
9715,11020,153,20241023,Call,31,CRM
9716,11020,153,20241024,Email,13,CRM
9717,11021,133,20240723,Call,39,BI Reporting
9718,11021,133,20240724,Call,42,BI Reporting
9719,11021,142,20240724,Workshop,225,BI Reporting
9720,11021,118,20240725,Demo,112,BI Reporting
9721,11021,133,20240725,Meeting,51,BI Reporting
9722,11021,133,20240725,Call,41,BI Reporting
9723,11021,133,20240726,Email,14,BI Reporting
9724,11021,133,20240729,Email,6,BI Reporting
9725,11022,121,20240703,Demo,106,CRM
9726,11022,121,20240703,Call,44,CRM
9727,11022,121,20240703,Email,10,CRM
9728,11022,121,20240704,Call,15,CRM
9729,11022,121,20240704,Email,11,CRM
9730,11022,121,20240704,Meeting,89,CRM
9731,11022,121,20240704,Call,42,CRM
9732,11022,121,20240705,Call,16,CRM
9733,11022,121,20240705,Email,14,CRM
9734,11022,121,20240709,Meeting,48,CRM
9735,11022,121,20240709,Call,37,CRM
9736,11022,121,20240709,Workshop,128,CRM
9737,11022,121,20240711,Email,13,CRM
9738,11022,121,20240712,Call,40,CRM
9739,11022,121,20240712,Email,13,CRM
9740,11022,121,20240716,Email,15,CRM
9741,11022,121,20240716,Call,36,CRM
9742,11022,121,20240716,Call,34,CRM
9743,11023,111,20240708,Call,21,Analytics
9744,11023,111,20240709,Meeting,79,Analytics
9745,11023,111,20240712,Call,29,Analytics
9746,11023,111,20240724,Call,23,Analytics
9747,11024,124,20240723,Email,13,HR Tech
9748,11024,124,20240730,Email,6,HR Tech
9749,11024,124,20240822,Call,29,HR Tech
9750,11025,122,20240731,Email,11,CRM
9751,11025,122,20240731,Call,30,CRM
9752,11025,122,20240801,Email,7,CRM
9753,11025,122,20240801,Call,16,CRM
9754,11025,122,20240802,Meeting,32,CRM
9755,11025,122,20240802,Email,8,CRM
9756,11025,152,20240802,Demo,79,CRM
9757,11025,122,20240802,Email,15,CRM
9758,11025,122,20240806,Demo,76,CRM
9759,11025,122,20240806,Email,6,CRM
9760,11026,128,20240806,Email,12,BI Reporting
9761,11026,128,20240807,Email,13,BI Reporting
9762,11026,128,20240808,Call,39,BI Reporting
9763,11026,128,20240808,Email,8,BI Reporting
9764,11026,128,20240809,Call,35,BI Reporting
