DealID,CompanyID,RepID,CreatedDateKey,LastActivityDateKey,ProductCategory,StageName,StageOrder,Status,DealValueEUR,BaseWinProbability,AdjustedWinProbability
11003,1208,154,20240611,20240620,Analytics,Prospecting,1,Lost,4423,0.21,0.02
11004,1790,103,20240603,20240712,CRM,Prospecting,1,Lost,61388,0.4,0.13
11005,1729,119,20240618,20250117,Security,Prospecting,1,Lost,39446,0.18,0.02
11006,1003,115,20240724,20241120,CRM,Contracting,7,Won,20820,0.41,0.71
11007,1845,141,20240722,20240726,BI Reporting,Qualification,2,Lost,53219,0.08,0.02
11008,1152,110,20240705,20240806,Security,Discovery,3,Lost,21547,0.46,0.07
11009,1544,112,20240704,20241107,HR Tech,Contracting,7,Won,49651,0.25,0.6
11010,1628,129,20240702,20240711,BI Reporting,Qualification,2,Lost,27888,0.18,0.02
11011,1789,122,20240716,20240816,CRM,Prospecting,1,Lost,44815,0.19,0.02
11012,1737,155,20240716,20241210,BI Reporting,Contracting,7,Won,34018,0.24,0.45
11013,1774,128,20240705,20241018,HR Tech,Contracting,7,Won,17917,0.28,0.58
11014,1341,113,20240712,20241121,CRM,Discovery,3,Lost,18347,0.34,0.07
11015,1643,129,20240719,20250106,CRM,Contracting,7,Won,46097,0.19,0.54
11016,1900,150,20240705,20241002,HR Tech,Proposal,5,Lost,120757,0.11,0.15
11017,1906,154,20240724,20241206,BI Reporting,Prospecting,1,Lost,77479,0.05,0.02
11018,1946,111,20240718,20240724,Security,Qualification,2,Lost,78724,0.05,0.02
11019,1461,111,20240710,20241004,Security,Discovery,3,Lost,3459,0.2,0.02
11020,1668,153,20240709,20241106,CRM,Contracting,7,Won,30038,0.18,0.45
11021,1927,133,20240710,20240729,BI Reporting,Demo,4,Lost,166621,0.37,0.55
11022,1272,121,20240702,20240716,CRM,Contracting,7,Won,5347,0.16,0.45
11023,1042,111,20240705,20240725,Analytics,Qualification,2,Lost,7729,0.19,0.02
11024,1245,124,20240704,20240830,HR Tech,Discovery,3,Lost,3036,0.36,0.02
11025,1049,122,20240731,20240806,CRM,Demo,4,Lost,7483,0.42,0.46
11026,1834,128,20240731,20241024,BI Reporting,Contracting,7,Won,114624,0.13,0.45
11027,1514,101,20240705,20240722,Security,Prospecting,1,Lost,18355,0.28,0.02
11028,1595,125,20240717,20240902,Analytics,Discovery,3,Lost,33845,0.24,0.02
11029,1119,141,20240701,20240806,Analytics,Prospecting,1,Lost,4186,0.23,0.02
11030,1744,128,20240731,20240829,Security,Demo,4,Lost,26615,0.28,0.25
11031,1672,128,20240718,20240807,Analytics,Discovery,3,Lost,15931,0.31,0.02
11032,1440,133,20240716,20240904,CRM,Prospecting,1,Lost,15773,0.47,0.08
11033,1252,131,20240702,20240723,HR Tech,Qualification,2,Lost,5677,0.51,0.12
11034,1133,106,20240731,20241011,Security,Prospecting,1,Lost,10538,0.51,0.24
11035,1300,133,20240704,20240711,Security,Contracting,7,Won,18617,0.38,0.73
11036,1928,109,20240730,20241009,HR Tech,Prospecting,1,Lost,53375,0.05,0.02
11037,1168,138,20240725,20240823,Security,Prospecting,1,Lost,1799,0.25,0.02
11038,1955,141,20240703,20241212,Security,Contracting,7,Won,60282,0.05,0.45
11039,1709,128,20240722,20240911,BI Reporting,Contracting,7,Won,19495,0.22,0.5
11040,1160,105,20240726,20240913,CRM,Contracting,7,Won,5109,0.41,0.76
11041,1246,155,20240708,20240806,CRM,Discovery,3,Lost,7424,0.35,0.02
11042,1184,155,20240701,20241108,CRM,Contracting,7,Won,10393,0.32,0.55
11043,1125,115,20240705,20240730,BI Reporting,Prospecting,1,Lost,22517,0.38,0.11
11044,1524,124,20240716,20240801,CRM,Demo,4,Lost,46538,0.17,0.21
11045,1630,133,20240705,20240828,Security,Prospecting,1,Lost,71478,0.24,0.02
11046,1365,105,20240703,20240717,CRM,Prospecting,1,Lost,16574,0.49,0.02
11047,1398,109,20240710,20240826,Analytics,Prospecting,1,Lost,5467,0.25,0.02
11048,1257,155,20240703,20240813,CRM,Proposal,5,Lost,13163,0.27,0.19
11049,1993,147,20240701,20240809,CRM,Qualification,2,Lost,68314,0.11,0.02
11050,1150,109,20240725,20240805,Security,Prospecting,1,Lost,2313,0.29,0.02
11051,1835,127,20240718,20240725,BI Reporting,Negotiation,6,Lost,52725,0.11,0.23
11052,1947,125,20240705,20240816,Security,Contracting,7,Won,63904,0.25,0.45
11053,1874,115,20240708,20241105,HR Tech,Contracting,7,Won,298379,0.13,0.45
11054,1107,122,20240722,20240725,BI Reporting,Discovery,3,Lost,9593,0.25,0.02
11055,1172,110,20240705,20241204,Analytics,Contracting,7,Won,20840,0.48,0.6
11056,1601,141,20240723,20240923,CRM,Contracting,7,Won,17430,0.17,0.45
11057,1673,150,20240731,20241001,HR Tech,Contracting,7,Won,45005,0.18,0.53
11058,1330,121,20240712,20240807,Security,Qualification,2,Lost,2631,0.27,0.02
11059,1043,153,20240722,20240809,CRM,Prospecting,1,Lost,10420,0.35,0.02
11060,1004,110,20240718,20241126,BI Reporting,Contracting,7,Won,16646,0.44,0.56
11061,1681,101,20240715,20240826,Security,Qualification,2,Lost,37198,0.27,0.02
11062,1768,122,20240719,20240905,CRM,Qualification,2,Lost,35654,0.31,0.02
11063,1475,151,20240729,20241016,CRM,Qualification,2,Lost,9393,0.42,0.02
11064,1099,150,20240731,20240805,BI Reporting,Prospecting,1,Lost,11528,0.26,0.02
11065,1785,128,20240701,20240701,CRM,Discovery,3,Lost,23897,0.21,0.02
11066,1507,125,20240712,20240712,BI Reporting,Qualification,2,Lost,37328,0.17,0.02
11067,1640,106,20240704,20240722,CRM,Prospecting,1,Lost,71520,0.33,0.06
11068,1654,150,20240705,20240830,Security,Prospecting,1,Lost,31124,0.27,0.02
11069,1550,113,20240702,20240703,HR Tech,Qualification,2,Lost,39231,0.38,0.02
11070,1880,103,20240729,20240823,CRM,Demo,4,Lost,114395,0.33,0.37
11071,1308,155,20240702,20240802,Analytics,Qualification,2,Lost,14401,0.2,0.02
11072,1836,112,20240726,20241031,HR Tech,Contracting,7,Won,80058,0.12,0.47
11073,1349,112,20240708,20240711,HR Tech,Discovery,3,Lost,4218,0.39,0.02
11074,1373,127,20240723,20240729,CRM,Proposal,5,Lost,5081,0.16,0.38
11075,1757,113,20240708,20240923,Security,Contracting,7,Won,46664,0.35,0.65
11076,1027,101,20240701,20240711,Security,Qualification,2,Lost,8369,0.35,0.02
11077,1729,109,20240717,20240902,CRM,Contracting,7,Won,14503,0.18,0.45
11078,1538,154,20240718,20240814,BI Reporting,Contracting,7,Won,29645,0.15,0.5
11079,1103,151,20240730,20240822,Security,Contracting,7,Won,8715,0.48,0.48
11080,1999,106,20240719,20240912,Security,Contracting,7,Won,187499,0.19,0.54
11081,1910,115,20240724,20240802,CRM,Contracting,7,Won,147872,0.28,0.58
11082,1218,129,20240731,20240919,BI Reporting,Discovery,3,Lost,4291,0.39,0.02
11083,1051,111,20240711,20240712,Security,Qualification,2,Lost,3551,0.23,0.02
11084,1779,150,20240725,20241114,BI Reporting,Prospecting,1,Lost,20220,0.24,0.02
11085,1730,147,20240723,20240723,BI Reporting,Qualification,2,Lost,34477,0.18,0.02
11086,1566,154,20240712,20240802,Security,Contracting,7,Won,13291,0.18,0.45
11087,1414,153,20240731,20240805,CRM,Prospecting,1,Lost,8110,0.35,0.02
11088,1900,154,20240710,20240730,HR Tech,Discovery,3,Lost,46092,0.11,0.02
11089,1342,133,20240718,20240807,Security,Proposal,5,Lost,6705,0.49,0.46
11090,1071,107,20240708,20240731,CRM,Contracting,7,Won,24277,0.31,0.61
11091,1110,101,20240711,20240918,HR Tech,Contracting,7,Won,3696,0.37,0.72
11092,1829,125,20240703,20240823,Security,Discovery,3,Lost,113213,0.22,0.02
11093,1110,128,20240723,20241121,Security,Contracting,7,Won,5601,0.37,0.49
11094,1963,129,20240717,20240726,BI Reporting,Contracting,7,Won,92450,0.07,0.45
11095,1343,105,20240705,20240902,Analytics,Contracting,7,Won,11066,0.46,0.58
11096,1941,131,20240709,20240731,BI Reporting,Contracting,7,Won,283683,0.2,0.45
11097,1107,151,20240717,20240808,CRM,Demo,4,Lost,20411,0.31,0.43
11098,1747,110,20240726,20240906,Analytics,Contracting,7,Won,31099,0.36,0.66
11099,1981,138,20240702,20241017,BI Reporting,Qualification,2,Lost,55636,0.07,0.02
11100,1006,122,20240710,20241024,BI Reporting,Contracting,7,Won,7477,0.33,0.5
11101,1814,129,20240717,20240808,Analytics,Prospecting,1,Lost,124572,0.05,0.02
11102,1244,128,20240708,20240722,CRM,Qualification,2,Lost,10040,0.26,0.02
11103,1628,110,20240724,20240726,HR Tech,Demo,4,Lost,32613,0.34,0.31
11104,1541,150,20240726,20241030,Security,Contracting,7,Won,37561,0.34,0.69
11105,1415,107,20240703,20240801,BI Reporting,Discovery,3,Lost,18485,0.38,0.02
11106,1593,154,20240731,20240802,Security,Demo,4,Lost,18826,0.24,0.46
11107,1632,111,20240719,20240730,CRM,Qualification,2,Lost,23769,0.18,0.02
11108,1664,112,20240722,20240812,BI Reporting,Contracting,7,Won,47615,0.19,0.45
11109,1118,101,20240715,20240806,HR Tech,Contracting,7,Won,12678,0.2,0.55
11110,1765,110,20240729,20240830,Security,Proposal,5,Lost,65305,0.33,0.3
11111,1591,107,20240729,20240912,Analytics,Contracting,7,Won,73375,0.24,0.45
11112,1595,131,20240717,20240731,CRM,Proposal,5,Lost,63976,0.3,0.52
11113,1136,111,20240717,20240724,CRM,Qualification,2,Lost,2891,0.29,0.02
11114,1763,111,20240708,20240711,CRM,Demo,4,Lost,12365,0.12,0.02
11115,1405,133,20240702,20240711,Analytics,Contracting,7,Won,12147,0.45,0.57
11116,1983,112,20240716,20240808,CRM,Prospecting,1,Lost,135310,0.11,0.02
11117,1668,101,20240729,20241002,Analytics,Contracting,7,Won,22259,0.22,0.45
11118,1713,150,20240718,20241206,CRM,Contracting,7,Won,42089,0.18,0.53
11119,1350,106,20240709,20241112,Analytics,Contracting,7,Won,19649,0.37,0.62
11120,1151,107,20240711,20240719,CRM,Qualification,2,Lost,17083,0.52,0.02
11121,1421,115,20240704,20240809,HR Tech,Contracting,7,Won,22002,0.31,0.61
11122,1282,133,20240704,20240801,HR Tech,Prospecting,1,Lost,11604,0.48,0.21
11123,1651,151,20240703,20240716,Analytics,Contracting,7,Won,33551,0.4,0.75
11124,1362,121,20240716,20240723,Analytics,Prospecting,1,Lost,6454,0.26,0.02
11125,1970,151,20240726,20240826,Analytics,Prospecting,1,Lost,228427,0.29,0.02
11126,1972,125,20240715,20240927,Security,Prospecting,1,Lost,117337,0.17,0.02
11127,1259,103,20240701,20240703,CRM,Proposal,5,Lost,19198,0.31,0.46
11128,1163,124,20240710,20240715,CRM,Prospecting,1,Lost,3976,0.3,0.02
11129,1470,138,20240712,20240904,BI Reporting,Prospecting,1,Lost,3368,0.32,0.02
11130,1424,110,20240708,20240711,CRM,Contracting,7,Won,14411,0.51,0.56
11131,1291,107,20240724,20240808,Security,Prospecting,1,Lost,10801,0.55,0.16
11132,1788,122,20240704,20240708,CRM,Demo,4,Lost,46013,0.14,0.11
11133,1781,147,20240703,20240725,BI Reporting,Negotiation,6,Lost,19279,0.28,0.53
11134,1466,129,20240709,20240905,Security,Contracting,7,Won,7967,0.26,0.61
11135,1230,131,20240726,20240924,HR Tech,Demo,4,Lost,11583,0.42,0.39
11136,1885,135,20240701,20240801,Security,Negotiation,6,Lost,71249,0.05,0.1
11137,1400,155,20240712,20240819,Security,Qualification,2,Lost,5628,0.46,0.02
11138,1226,125,20240709,20240826,HR Tech,Contracting,7,Won,5187,0.36,0.71
11139,1800,101,20240724,20240822,Analytics,Contracting,7,Won,46844,0.17,0.47
11140,1225,121,20240709,20250220,BI Reporting,Qualification,2,Lost,5175,0.15,0.02
11141,1957,131,20240729,20240806,Analytics,Prospecting,1,Lost,128789,0.3,0.02
11142,1739,112,20240702,20240729,Security,Negotiation,6,Lost,49211,0.21,0.33
11143,1707,112,20240710,20240805,CRM,Contracting,7,Won,32813,0.17,0.45
11144,1675,151,20240711,20240723,BI Reporting,Qualification,2,Lost,72393,0.3,0.03
11145,1765,113,20240703,20240902,HR Tech,Contracting,7,Won,21330,0.43,0.55
11146,1581,105,20240725,20240823,CRM,Prospecting,1,Lost,35808,0.4,0.02
11147,1290,153,20240725,20240822,Security,Contracting,7,Won,7002,0.42,0.77
11148,1981,141,20240702,20240717,BI Reporting,Qualification,2,Lost,77644,0.05,0.02
11149,1947,147,20240725,20240813,BI Reporting,Prospecting,1,Lost,83979,0.25,0.02
11150,1509,131,20240722,20240912,BI Reporting,Prospecting,1,Lost,20220,0.4,0.02
11151,1982,107,20240702,20240704,CRM,Demo,4,Lost,185819,0.26,0.43
11152,1707,141,20240702,20240708,BI Reporting,Prospecting,1,Lost,23753,0.05,0.02
11153,1350,129,20240715,20240814,CRM,Contracting,7,Won,10881,0.31,0.45
11154,1192,110,20240703,20240723,CRM,Qualification,2,Lost,15038,0.47,0.2
11155,1783,138,20240712,20240717,HR Tech,Demo,4,Lost,18230,0.08,0.12
11156,1824,135,20240701,20240730,Security,Discovery,3,Lost,78416,0.05,0.02
11157,1644,110,20240716,20241204,HR Tech,Contracting,7,Won,63898,0.33,0.5
11158,1984,150,20240712,20240715,BI Reporting,Qualification,2,Lost,134083,0.09,0.02
11159,1366,129,20240717,20240912,CRM,Demo,4,Lost,9224,0.39,0.26
11160,1640,125,20240723,20240830,Analytics,Contracting,7,Won,31048,0.27,0.45
11161,1047,115,20240709,20241118,Security,Contracting,7,Won,16694,0.45,0.75
11162,1778,125,20240715,20240726,Analytics,Discovery,3,Lost,49897,0.11,0.02
11163,1505,115,20240717,20240826,Analytics,Contracting,7,Won,48234,0.39,0.51
11164,1576,155,20240716,20240902,CRM,Contracting,7,Won,19998,0.31,0.61
11165,1579,106,20240705,20240816,Analytics,Demo,4,Lost,35158,0.4,0.27
11166,1888,122,20240731,20241022,CRM,Contracting,7,Won,86864,0.14,0.45
11167,1423,124,20240730,20241002,BI Reporting,Qualification,2,Lost,4189,0.36,0.09
11168,1698,106,20240704,20241002,BI Reporting,Contracting,7,Won,48919,0.37,0.54
11169,1139,135,20240715,20240726,Analytics,Qualification,2,Lost,7045,0.1,0.02
11170,1224,110,20240718,20240909,Security,Proposal,5,Lost,8173,0.55,0.52
11171,1263,103,20240723,20240813,CRM,Qualification,2,Lost,24251,0.39,0.02
11172,1124,122,20240704,20240919,Security,Demo,4,Lost,13535,0.27,0.49
11173,1912,129,20240723,20240724,HR Tech,Prospecting,1,Lost,87405,0.21,0.02
11174,1349,105,20240705,20240708,Analytics,Contracting,7,Won,8892,0.51,0.86
11175,1825,105,20240701,20241010,Security,Contracting,7,Won,256846,0.16,0.45
11176,1765,128,20240725,20240820,Analytics,Prospecting,1,Lost,17894,0.31,0.04
11177,1706,125,20240717,20240910,Security,Contracting,7,Won,25946,0.29,0.45
11178,1776,133,20240722,20241008,CRM,Contracting,7,Won,75184,0.23,0.45
11179,1837,125,20240725,20240828,Analytics,Prospecting,1,Lost,113976,0.08,0.02
11180,1339,153,20240702,20240807,CRM,Contracting,7,Won,4453,0.39,0.56
11181,1597,127,20240814,20241107,Analytics,Contracting,7,Won,28863,0.15,0.45
11182,1001,112,20240808,20240910,HR Tech,Qualification,2,Lost,14409,0.36,0.09
11183,1958,119,20240807,20240911,Security,Proposal,5,Lost,119291,0.1,0.25
11184,1713,128,20240822,20240917,Analytics,Contracting,7,Won,16762,0.28,0.58
11185,1100,138,20240805,20240814,BI Reporting,Prospecting,1,Lost,1174,0.34,0.02
11186,1282,133,20240830,20240902,Analytics,Discovery,3,Lost,10638,0.48,0.21
11187,1161,150,20240805,20240828,Analytics,Qualification,2,Lost,3740,0.32,0.02
11188,1184,138,20240812,20240917,Analytics,Prospecting,1,Lost,7777,0.16,0.02
11189,1203,110,20240809,20241218,Analytics,Contracting,7,Won,14666,0.47,0.77
11190,1063,124,20240830,20241008,HR Tech,Contracting,7,Won,6696,0.36,0.61
11191,1138,130,20240807,20241023,CRM,Prospecting,1,Lost,1965,0.22,0.02
11192,1935,138,20240808,20240822,Analytics,Contracting,7,Won,64028,0.11,0.46
11193,1775,131,20240826,20240913,Security,Demo,4,Lost,74705,0.33,0.55
11194,1443,133,20240826,20241224,Analytics,Contracting,7,Won,7073,0.51,0.86
11195,1923,150,20240829,20240910,Analytics,Qualification,2,Lost,122092,0.09,0.02
11196,1008,121,20240830,20240916,Analytics,Qualification,2,Lost,4068,0.16,0.02
11197,1546,103,20240826,20241016,Analytics,Contracting,7,Won,64855,0.31,0.66
11198,1915,150,20240816,20240821,HR Tech,Prospecting,1,Lost,74224,0.17,0.02
11199,1783,105,20240822,20240827,Analytics,Prospecting,1,Lost,33879,0.34,0.07
11200,1158,105,20240807,20240910,HR Tech,Discovery,3,Lost,8553,0.44,0.17
11201,1235,122,20240816,20240912,Analytics,Discovery,3,Lost,7360,0.31,0.02
11202,1533,135,20240814,20241008,BI Reporting,Prospecting,1,Lost,27395,0.11,0.02
11203,1923,155,20240819,20241003,BI Reporting,Qualification,2,Lost,136758,0.09,0.02
11204,1908,115,20240829,20240918,HR Tech,Proposal,5,Lost,141260,0.4,0.55
11205,1609,150,20240821,20240903,BI Reporting,Qualification,2,Lost,29128,0.17,0.02
11206,1460,155,20240802,20241018,HR Tech,Contracting,7,Won,5820,0.37,0.72
11207,1857,130,20240820,20241010,HR Tech,Prospecting,1,Lost,58296,0.05,0.02
11208,1267,115,20240812,20241025,BI Reporting,Contracting,7,Won,12017,0.38,0.68
11209,1752,154,20240809,20240906,CRM,Discovery,3,Lost,16431,0.28,0.02
11210,1303,121,20240829,20240930,HR Tech,Discovery,3,Lost,7328,0.19,0.02
11211,1477,128,20240829,20240909,CRM,Demo,4,Lost,12525,0.2,0.32
11212,1816,106,20240805,20240808,Analytics,Prospecting,1,Lost,114101,0.26,0.02
11213,1755,111,20240807,20241121,BI Reporting,Discovery,3,Lost,13708,0.11,0.02
11214,1491,128,20240828,20240917,HR Tech,Discovery,3,Lost,13643,0.27,0.02
11215,1730,129,20240830,20240919,Analytics,Discovery,3,Lost,18462,0.22,0.02
11216,1185,127,20240823,20240917,BI Reporting,Qualification,2,Lost,2898,0.26,0.02
11217,1130,147,20240806,20241025,Analytics,Contracting,7,Won,3831,0.39,0.56
11218,1879,127,20240801,20240820,BI Reporting,Prospecting,1,Lost,75629,0.05,0.02
11219,1076,153,20240807,20240919,Analytics,Contracting,7,Won,11831,0.19,0.47
11220,1086,128,20240814,20240903,Security,Contracting,7,Won,11602,0.25,0.45
11221,1096,128,20240827,20241014,Security,Prospecting,1,Lost,7278,0.33,0.02
11222,1563,115,20240805,20240806,Analytics,Discovery,3,Lost,74271,0.31,0.02
11223,1046,109,20240823,20240923,HR Tech,Prospecting,1,Lost,5018,0.25,0.02
11224,1859,151,20240806,20240823,Analytics,Contracting,7,Won,136624,0.31,0.45
11225,1809,147,20240822,20240925,Analytics,Prospecting,1,Lost,143394,0.11,0.02
11226,1531,105,20240816,20240819,Analytics,Prospecting,1,Lost,60949,0.31,0.02
11227,1074,124,20240808,20240808,HR Tech,Negotiation,6,Lost,14811,0.26,0.38
11228,1560,131,20240814,20240822,CRM,Proposal,5,Lost,68348,0.4,0.44
11229,1330,141,20240808,20241206,HR Tech,Qualification,2,Lost,2348,0.27,0.02
11230,1283,133,20240805,20240904,Security,Prospecting,1,Lost,5981,0.51,0.12
11231,1784,103,20240813,20241016,CRM,Contracting,7,Won,71121,0.3,0.6
11232,1794,101,20240828,20241030,CRM,Prospecting,1,Lost,16988,0.21,0.02
11233,1331,105,20240819,20240924,Analytics,Proposal,5,Lost,24196,0.39,0.51
11234,1085,105,20240819,20241004,Analytics,Prospecting,1,Lost,20754,0.34,0.02
11235,1825,155,20240805,20240823,CRM,Prospecting,1,Lost,117537,0.1,0.02
11236,1916,147,20240805,20240813,BI Reporting,Prospecting,1,Lost,144875,0.05,0.02
11237,1059,119,20240808,20240906,BI Reporting,Proposal,5,Lost,3423,0.34,0.55
11238,1154,138,20240822,20240909,Security,Contracting,7,Lost,3562,0.16,0.02
11239,1689,121,20240813,20240903,CRM,Discovery,3,Lost,26515,0.13,0.02
11240,1297,131,20240823,20241016,Security,Qualification,2,Lost,13546,0.47,0.2
11241,1088,109,20240813,20240916,BI Reporting,Discovery,3,Lost,7658,0.16,0.02
11242,1615,107,20240822,20240923,BI Reporting,Contracting,7,Won,55390,0.43,0.53
11243,1295,125,20240830,20240902,HR Tech,Prospecting,1,Lost,11556,0.31,0.04
11244,1787,154,20240807,20240819,CRM,Qualification,2,Lost,14934,0.19,0.02
11245,1845,109,20240806,20241223,Security,Contracting,7,Won,72860,0.05,0.45
11246,1808,130,20240828,20241023,CRM,Contracting,7,Won,60585,0.07,0.45
11247,1481,121,20240823,20241018,CRM,Prospecting,1,Lost,5154,0.25,0.02
11248,1479,122,20240802,20241011,CRM,Contracting,7,Won,3723,0.36,0.45
11249,1051,130,20240819,20241016,CRM,Proposal,5,Lost,6423,0.17,0.39
11250,1908,112,20240814,20240903,Analytics,Demo,4,Lost,109531,0.24,0.29
11251,1652,119,20240820,20240827,Security,Demo,4,Lost,20812,0.22,0.26
11252,1742,119,20240821,20241003,BI Reporting,Proposal,5,Lost,33027,0.31,0.28
11253,1154,127,20240829,20240902,HR Tech,Prospecting,1,Lost,4094,0.16,0.02
11254,1126,129,20240807,20240807,Analytics,Contracting,7,Won,9766,0.42,0.45
11255,1817,107,20240822,20240909,Security,Qualification,2,Lost,234134,0.23,0.02
11256,1330,111,20240819,20240906,Security,Prospecting,1,Lost,6417,0.17,0.02
11257,1375,103,20240826,20240924,Security,Contracting,7,Won,10578,0.51,0.81
11258,1591,147,20240829,20240903,HR Tech,Demo,4,Lost,17744,0.22,0.26
11259,1732,128,20240816,20240923,CRM,Qualification,2,Lost,45786,0.21,0.02
11260,1417,103,20240819,20240927,Analytics,Prospecting,1,Lost,12877,0.49,0.1
11261,1617,122,20240805,20240916,BI Reporting,Contracting,7,Won,45148,0.12,0.45
11262,1364,130,20240821,20241002,CRM,Discovery,3,Lost,7327,0.14,0.02
11263,1798,130,20240826,20240902,BI Reporting,Qualification,2,Lost,16054,0.11,0.02
11264,1067,107,20240822,20240920,CRM,Discovery,3,Lost,13775,0.44,0.02
11265,1049,147,20240813,20240924,CRM,Demo,4,Lost,9417,0.42,0.51
11266,1855,112,20240802,20241122,BI Reporting,Contracting,7,Won,76287,0.18,0.53
11267,1570,153,20240829,20240904,BI Reporting,Discovery,3,Lost,15325,0.29,0.02
11268,1641,112,20240830,20241104,Security,Prospecting,1,Lost,26629,0.21,0.02
11269,1972,128,20240802,20240802,HR Tech,Contracting,7,Won,125332,0.11,0.45
11270,1954,153,20240812,20240826,Analytics,Discovery,3,Lost,127589,0.18,0.02
11271,1388,110,20240827,20240917,Analytics,Prospecting,1,Lost,22312,0.31,0.02
11272,1066,131,20240801,20240806,HR Tech,Prospecting,1,Lost,13775,0.4,0.02
11273,1159,111,20240807,20241122,CRM,Contracting,7,Won,2159,0.27,0.62
11274,1410,135,20240806,20240822,BI Reporting,Demo,4,Lost,6553,0.09,0.06
11275,1744,113,20240814,20241011,Analytics,Prospecting,1,Lost,54191,0.36,0.02
11276,1661,129,20240820,20240925,Security,Discovery,3,Lost,41715,0.12,0.02
11277,1163,113,20240808,20240814,CRM,Contracting,7,Won,12953,0.38,0.58
11278,1430,153,20240828,20240904,Analytics,Prospecting,1,Lost,9033,0.26,0.02
11279,1743,138,20240820,20241004,BI Reporting,Demo,4,Lost,24119,0.08,0.3
11280,1107,110,20240805,20241007,Security,Contracting,7,Won,13252,0.37,0.47
11281,1474,105,20240812,20240923,CRM,Contracting,7,Won,17785,0.47,0.52
11282,1969,113,20240820,20241108,HR Tech,Contracting,7,Won,141070,0.3,0.65
11283,1969,119,20240822,20240823,Security,Demo,4,Lost,98091,0.14,0.36
11284,1895,151,20240805,20240813,CRM,Prospecting,1,Lost,148913,0.33,0.06
11285,1808,121,20240819,20241125,Analytics,Prospecting,1,Lost,64185,0.07,0.02
11286,1557,115,20240822,20240930,Analytics,Contracting,7,Won,39256,0.33,0.45
11287,1983,110,20240822,20240917,CRM,Demo,4,Lost,275286,0.23,0.45
11288,1482,105,20240830,20240930,HR Tech,Proposal,5,Lost,15083,0.44,0.55
11289,1812,122,20240827,20241210,Security,Contracting,7,Won,98089,0.13,0.45
11290,1590,127,20240822,20240827,BI Reporting,Proposal,5,Lost,26554,0.11,0.33
11291,1941,154,20240806,20240806,CRM,Proposal,5,Lost,54802,0.05,0.02
11292,1112,138,20240805,20241128,Security,Demo,4,Lost,2977,0.27,0.24
11293,1715,128,20240808,20241007,BI Reporting,Qualification,2,Lost,48996,0.11,0.02
11294,1851,109,20240806,20240904,Security,Prospecting,1,Lost,61728,0.07,0.02
11295,1996,138,20240820,20241220,Analytics,Prospecting,1,Lost,70518,0.05,0.02
11296,1852,130,20240821,20240827,CRM,Proposal,5,Lost,62277,0.05,0.15
11297,1297,103,20240809,20240816,CRM,Prospecting,1,Lost,14547,0.47,0.08
11298,1210,111,20240820,20240927,Analytics,Prospecting,1,Lost,2711,0.26,0.02
11299,1844,141,20240816,20240920,Security,Qualification,2,Lost,52735,0.05,0.02
11300,1539,150,20240805,20240910,Security,Qualification,2,Lost,35648,0.24,0.02
11301,1726,153,20240816,20240925,CRM,Contracting,7,Won,40868,0.18,0.45
11302,1228,138,20240816,20241001,Analytics,Contracting,7,Won,7602,0.23,0.58
11303,1093,106,20240829,20240906,CRM,Qualification,2,Lost,24656,0.31,0.02
11304,1539,124,20240823,20240918,HR Tech,Discovery,3,Lost,23111,0.28,0.02
11305,1050,128,20240809,20240813,BI Reporting,Contracting,7,Won,6254,0.41,0.45
11306,1608,111,20240823,20241002,CRM,Contracting,7,Won,16487,0.18,0.45
11307,1222,125,20240806,20240910,Analytics,Discovery,3,Lost,9635,0.25,0.02
11308,1331,131,20240813,20240821,Analytics,Contracting,7,Won,6284,0.49,0.49
11309,1417,153,20240822,20241104,CRM,Contracting,7,Won,14851,0.31,0.66
11310,1980,105,20240802,20240906,CRM,Prospecting,1,Lost,296619,0.13,0.02
11311,1780,130,20240827,20240930,BI Reporting,Contracting,7,Won,26274,0.18,0.53
11312,1985,141,20240807,20240912,Security,Contracting,7,Won,65515,0.05,0.45
11313,1473,106,20240823,20250207,BI Reporting,Contracting,7,Won,18343,0.34,0.46
11314,1566,141,20240807,20240827,BI Reporting,Contracting,7,Won,10274,0.18,0.45
11315,1934,101,20240830,20250113,Analytics,Contracting,7,Won,87355,0.25,0.6
11316,1028,150,20240809,20241030,CRM,Qualification,2,Lost,12602,0.2,0.02
11317,1343,106,20240816,20240827,HR Tech,Prospecting,1,Lost,8670,0.46,0.02
11318,1131,128,20240828,20250211,BI Reporting,Contracting,7,Won,11583,0.25,0.6
11319,1014,154,20240802,20240924,Analytics,Discovery,3,Lost,6639,0.19,0.02
11320,1342,121,20240829,20241016,HR Tech,Qualification,2,Lost,6216,0.17,0.02
11321,1510,135,20240820,20241007,Security,Prospecting,1,Lost,19294,0.24,0.02
11322,1611,150,20240802,20240802,CRM,Discovery,3,Lost,42230,0.28,0.02
11323,1004,154,20240819,20241213,BI Reporting,Contracting,7,Won,6571,0.16,0.45
11324,1402,110,20240821,20241113,Security,Discovery,3,Lost,24980,0.37,0.1
11325,1355,147,20240823,20240918,Analytics,Discovery,3,Lost,3949,0.43,0.16
11326,1319,105,20240809,20240919,BI Reporting,Proposal,5,Lost,7323,0.46,0.51
11327,1127,147,20240802,20241023,BI Reporting,Contracting,7,Won,13474,0.34,0.64
11328,1589,141,20240809,20240829,Security,Qualification,2,Lost,13566,0.21,0.02
